Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-12-01 00:00:00,Ozone (O₃) µg/m³,63.703693
Mesolongi,2023-12-01 08:00:00,Ozone (O₃) µg/m³,72.41799
Mesolongi,2023-12-01 16:00:00,Ozone (O₃) µg/m³,71.19226
Mesolongi,2023-12-02 00:00:00,Ozone (O₃) µg/m³,69.46428
Mesolongi,2023-12-02 08:00:00,Ozone (O₃) µg/m³,71.64205
Mesolongi,2023-12-02 16:00:00,Ozone (O₃) µg/m³,68.98364
Mesolongi,2023-12-03 00:00:00,Ozone (O₃) µg/m³,66.34947
Mesolongi,2023-12-03 08:00:00,Ozone (O₃) µg/m³,64.79585
Mesolongi,2023-12-03 16:00:00,Ozone (O₃) µg/m³,58.540497
Mesolongi,2023-12-04 00:00:00,Ozone (O₃) µg/m³,46.711994
Mesolongi,2023-12-04 08:00:00,Ozone (O₃) µg/m³,56.579338
Mesolongi,2023-12-04 16:00:00,Ozone (O₃) µg/m³,49.576042
Mesolongi,2023-12-05 00:00:00,Ozone (O₃) µg/m³,43.86709
Mesolongi,2023-12-05 08:00:00,Ozone (O₃) µg/m³,52.837223
Mesolongi,2023-12-05 16:00:00,Ozone (O₃) µg/m³,61.366524
Mesolongi,2023-12-06 00:00:00,Ozone (O₃) µg/m³,56.970882
Mesolongi,2023-12-06 08:00:00,Ozone (O₃) µg/m³,67.383095
Mesolongi,2023-12-06 16:00:00,Ozone (O₃) µg/m³,65.32759
Mesolongi,2023-12-07 00:00:00,Ozone (O₃) µg/m³,58.321556
Mesolongi,2023-12-07 08:00:00,Ozone (O₃) µg/m³,65.16246
Mesolongi,2023-12-07 16:00:00,Ozone (O₃) µg/m³,52.797768
Mesolongi,2023-12-08 00:00:00,Ozone (O₃) µg/m³,47.77921
Mesolongi,2023-12-08 08:00:00,Ozone (O₃) µg/m³,55.980576
Mesolongi,2023-12-08 16:00:00,Ozone (O₃) µg/m³,51.25017
Mesolongi,2023-12-09 00:00:00,Ozone (O₃) µg/m³,50.360313
Mesolongi,2023-12-09 08:00:00,Ozone (O₃) µg/m³,56.40647
Mesolongi,2023-12-09 16:00:00,Ozone (O₃) µg/m³,50.614403
Mesolongi,2023-12-10 00:00:00,Ozone (O₃) µg/m³,46.351913
Mesolongi,2023-12-10 08:00:00,Ozone (O₃) µg/m³,61.260284
Mesolongi,2023-12-10 16:00:00,Ozone (O₃) µg/m³,60.82676
Mesolongi,2023-12-11 00:00:00,Ozone (O₃) µg/m³,57.379883
Mesolongi,2023-12-11 08:00:00,Ozone (O₃) µg/m³,62.09684
Mesolongi,2023-12-11 16:00:00,Ozone (O₃) µg/m³,53.198425
Mesolongi,2023-12-12 00:00:00,Ozone (O₃) µg/m³,47.393288
Mesolongi,2023-12-12 08:00:00,Ozone (O₃) µg/m³,55.176773
Mesolongi,2023-12-12 16:00:00,Ozone (O₃) µg/m³,49.85427
Mesolongi,2023-12-13 00:00:00,Ozone (O₃) µg/m³,46.635857
Mesolongi,2023-12-13 08:00:00,Ozone (O₃) µg/m³,64.5429
Mesolongi,2023-12-13 16:00:00,Ozone (O₃) µg/m³,65.539825
Mesolongi,2023-12-14 00:00:00,Ozone (O₃) µg/m³,63.270737
Mesolongi,2023-12-14 08:00:00,Ozone (O₃) µg/m³,69.61665
