Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-09-01 00:00:00,Ozone (O₃) µg/m³,70.30521
Mesolongi,2023-09-01 08:00:00,Ozone (O₃) µg/m³,97.595245
Mesolongi,2023-09-01 16:00:00,Ozone (O₃) µg/m³,86.971756
Mesolongi,2023-09-02 00:00:00,Ozone (O₃) µg/m³,69.0501
Mesolongi,2023-09-02 08:00:00,Ozone (O₃) µg/m³,103.26833
Mesolongi,2023-09-02 16:00:00,Ozone (O₃) µg/m³,86.42695
Mesolongi,2023-09-03 00:00:00,Ozone (O₃) µg/m³,67.799515
Mesolongi,2023-09-03 08:00:00,Ozone (O₃) µg/m³,101.65791
Mesolongi,2023-09-03 16:00:00,Ozone (O₃) µg/m³,89.83563
Mesolongi,2023-09-04 00:00:00,Ozone (O₃) µg/m³,67.01549
Mesolongi,2023-09-04 08:00:00,Ozone (O₃) µg/m³,92.7717
Mesolongi,2023-09-04 16:00:00,Ozone (O₃) µg/m³,82.455345
Mesolongi,2023-09-05 00:00:00,Ozone (O₃) µg/m³,70.3952
Mesolongi,2023-09-05 08:00:00,Ozone (O₃) µg/m³,85.4034
Mesolongi,2023-09-05 16:00:00,Ozone (O₃) µg/m³,82.90724
Mesolongi,2023-09-06 00:00:00,Ozone (O₃) µg/m³,75.57616
Mesolongi,2023-09-06 08:00:00,Ozone (O₃) µg/m³,80.661354
Mesolongi,2023-09-06 16:00:00,Ozone (O₃) µg/m³,77.661415
Mesolongi,2023-09-07 00:00:00,Ozone (O₃) µg/m³,76.28531
Mesolongi,2023-09-07 08:00:00,Ozone (O₃) µg/m³,81.210075
Mesolongi,2023-09-07 16:00:00,Ozone (O₃) µg/m³,78.33192
Mesolongi,2023-09-08 00:00:00,Ozone (O₃) µg/m³,80.66525
Mesolongi,2023-09-08 08:00:00,Ozone (O₃) µg/m³,88.61359
Mesolongi,2023-09-08 16:00:00,Ozone (O₃) µg/m³,89.632645
Mesolongi,2023-09-09 00:00:00,Ozone (O₃) µg/m³,82.7137
Mesolongi,2023-09-09 08:00:00,Ozone (O₃) µg/m³,85.21502
Mesolongi,2023-09-09 16:00:00,Ozone (O₃) µg/m³,82.42302
Mesolongi,2023-09-10 00:00:00,Ozone (O₃) µg/m³,79.06114
Mesolongi,2023-09-10 08:00:00,Ozone (O₃) µg/m³,91.496155
Mesolongi,2023-09-10 16:00:00,Ozone (O₃) µg/m³,85.685455
Mesolongi,2023-09-11 00:00:00,Ozone (O₃) µg/m³,75.03886
Mesolongi,2023-09-11 08:00:00,Ozone (O₃) µg/m³,83.00813
Mesolongi,2023-09-11 16:00:00,Ozone (O₃) µg/m³,78.50018
Mesolongi,2023-09-12 00:00:00,Ozone (O₃) µg/m³,67.00346
Mesolongi,2023-09-12 08:00:00,Ozone (O₃) µg/m³,89.790184
Mesolongi,2023-09-12 16:00:00,Ozone (O₃) µg/m³,72.70236
Mesolongi,2023-09-13 00:00:00,Ozone (O₃) µg/m³,57.46183
Mesolongi,2023-09-13 08:00:00,Ozone (O₃) µg/m³,96.36994
Mesolongi,2023-09-13 16:00:00,Ozone (O₃) µg/m³,85.16671
