Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-03-01 00:00:00,Ozone (O₃) µg/m³,67.64604
Mesolongi,2023-03-01 08:00:00,Ozone (O₃) µg/m³,72.38936
Mesolongi,2023-03-01 16:00:00,Ozone (O₃) µg/m³,68.5791
Mesolongi,2023-03-02 00:00:00,Ozone (O₃) µg/m³,51.70562
Mesolongi,2023-03-02 08:00:00,Ozone (O₃) µg/m³,66.97315
Mesolongi,2023-03-02 16:00:00,Ozone (O₃) µg/m³,59.146988
Mesolongi,2023-03-03 00:00:00,Ozone (O₃) µg/m³,50.606514
Mesolongi,2023-03-03 08:00:00,Ozone (O₃) µg/m³,81.63088
Mesolongi,2023-03-03 16:00:00,Ozone (O₃) µg/m³,80.89208
Mesolongi,2023-03-04 00:00:00,Ozone (O₃) µg/m³,73.65884
Mesolongi,2023-03-04 08:00:00,Ozone (O₃) µg/m³,87.62517
Mesolongi,2023-03-04 16:00:00,Ozone (O₃) µg/m³,88.79443
Mesolongi,2023-03-05 00:00:00,Ozone (O₃) µg/m³,82.7973
Mesolongi,2023-03-05 08:00:00,Ozone (O₃) µg/m³,87.85541
Mesolongi,2023-03-05 16:00:00,Ozone (O₃) µg/m³,86.19888
Mesolongi,2023-03-06 00:00:00,Ozone (O₃) µg/m³,71.84336
Mesolongi,2023-03-06 08:00:00,Ozone (O₃) µg/m³,88.104294
Mesolongi,2023-03-06 16:00:00,Ozone (O₃) µg/m³,92.44416
Mesolongi,2023-03-07 00:00:00,Ozone (O₃) µg/m³,90.77407
Mesolongi,2023-03-07 08:00:00,Ozone (O₃) µg/m³,94.97032
Mesolongi,2023-03-07 16:00:00,Ozone (O₃) µg/m³,84.62336
Mesolongi,2023-03-08 00:00:00,Ozone (O₃) µg/m³,72.99397
Mesolongi,2023-03-08 08:00:00,Ozone (O₃) µg/m³,86.5496
Mesolongi,2023-03-08 16:00:00,Ozone (O₃) µg/m³,83.509796
Mesolongi,2023-03-09 00:00:00,Ozone (O₃) µg/m³,66.00627
Mesolongi,2023-03-09 08:00:00,Ozone (O₃) µg/m³,90.00293
Mesolongi,2023-03-09 16:00:00,Ozone (O₃) µg/m³,83.94705
Mesolongi,2023-03-10 00:00:00,Ozone (O₃) µg/m³,77.45859
Mesolongi,2023-03-10 08:00:00,Ozone (O₃) µg/m³,85.65325
Mesolongi,2023-03-10 16:00:00,Ozone (O₃) µg/m³,74.15198
Mesolongi,2023-03-11 00:00:00,Ozone (O₃) µg/m³,72.39488
Mesolongi,2023-03-11 08:00:00,Ozone (O₃) µg/m³,85.382
Mesolongi,2023-03-11 16:00:00,Ozone (O₃) µg/m³,76.785545
Mesolongi,2023-03-12 00:00:00,Ozone (O₃) µg/m³,61.771862
Mesolongi,2023-03-12 08:00:00,Ozone (O₃) µg/m³,75.01803
Mesolongi,2023-03-12 16:00:00,Ozone (O₃) µg/m³,75.39316
Mesolongi,2023-03-13 00:00:00,Ozone (O₃) µg/m³,71.09813
Mesolongi,2023-03-13 08:00:00,Ozone (O₃) µg/m³,75.65019
Mesolongi,2023-03-13 16:00:00,Ozone (O₃) µg/m³,73.12712
Mesolongi,2023-03-14 00:00:00,Ozone (O₃) µg/m³,68.08638
Mesolongi,2023-03-14 08:00:00,Ozone (O₃) µg/m³,83.51664
Mesolongi,2023-03-14 16:00:00,Ozone (O₃) µg/m³,79.50954
Mesolongi,2023-03-15 00:00:00,Ozone (O₃) µg/m³,80.724625
Mesolongi,2023-03-15 08:00:00,Ozone (O₃) µg/m³,86.913864
Mesolongi,2023-03-15 16:00:00,Ozone (O₃) µg/m³,80.822266
Mesolongi,2023-03-16 00:00:00,Ozone (O₃) µg/m³,71.33548
Mesolongi,2023-03-16 08:00:00,Ozone (O₃) µg/m³,69.503044
Mesolongi,2023-03-16 16:00:00,Ozone (O₃) µg/m³,60.7128
Mesolongi,2023-03-17 00:00:00,Ozone (O₃) µg/m³,58.776554
Mesolongi,2023-03-17 08:00:00,Ozone (O₃) µg/m³,66.70945
Mesolongi,2023-03-17 16:00:00,Ozone (O₃) µg/m³,66.57379
Mesolongi,2023-03-18 00:00:00,Ozone (O₃) µg/m³,64.94594
Mesolongi,2023-03-18 08:00:00,Ozone (O₃) µg/m³,81.31615
Mesolongi,2023-03-18 16:00:00,Ozone (O₃) µg/m³,77.727936
Mesolongi,2023-03-19 00:00:00,Ozone (O₃) µg/m³,73.14693
Mesolongi,2023-03-19 08:00:00,Ozone (O₃) µg/m³,87.640915
Mesolongi,2023-03-19 16:00:00,Ozone (O₃) µg/m³,77.30943
Mesolongi,2023-03-20 00:00:00,Ozone (O₃) µg/m³,56.215378
Mesolongi,2023-03-20 08:00:00,Ozone (O₃) µg/m³,87.26629
Mesolongi,2023-03-20 16:00:00,Ozone (O₃) µg/m³,84.29036
Mesolongi,2023-03-21 00:00:00,Ozone (O₃) µg/m³,66.94683
Mesolongi,2023-03-21 08:00:00,Ozone (O₃) µg/m³,87.76014
Mesolongi,2023-03-21 16:00:00,Ozone (O₃) µg/m³,84.53989
Mesolongi,2023-03-22 00:00:00,Ozone (O₃) µg/m³,69.55528
Mesolongi,2023-03-22 08:00:00,Ozone (O₃) µg/m³,89.05215
Mesolongi,2023-03-22 16:00:00,Ozone (O₃) µg/m³,76.2342
Mesolongi,2023-03-23 00:00:00,Ozone (O₃) µg/m³,69.44855
Mesolongi,2023-03-23 08:00:00,Ozone (O₃) µg/m³,85.40141
Mesolongi,2023-03-23 16:00:00,Ozone (O₃) µg/m³,76.22874
Mesolongi,2023-03-24 00:00:00,Ozone (O₃) µg/m³,59.696358
Mesolongi,2023-03-24 08:00:00,Ozone (O₃) µg/m³,89.1944
Mesolongi,2023-03-24 16:00:00,Ozone (O₃) µg/m³,77.199905
Mesolongi,2023-03-25 00:00:00,Ozone (O₃) µg/m³,61.740044
Mesolongi,2023-03-25 08:00:00,Ozone (O₃) µg/m³,96.67196
Mesolongi,2023-03-25 16:00:00,Ozone (O₃) µg/m³,91.001755
Mesolongi,2023-03-26 00:00:00,Ozone (O₃) µg/m³,76.29259
Mesolongi,2023-03-26 08:00:00,Ozone (O₃) µg/m³,93.93704
Mesolongi,2023-03-26 16:00:00,Ozone (O₃) µg/m³,90.99106
Mesolongi,2023-03-27 00:00:00,Ozone (O₃) µg/m³,80.471405
Mesolongi,2023-03-27 08:00:00,Ozone (O₃) µg/m³,95.30252
Mesolongi,2023-03-27 16:00:00,Ozone (O₃) µg/m³,90.94212
Mesolongi,2023-03-28 00:00:00,Ozone (O₃) µg/m³,82.472824
Mesolongi,2023-03-28 08:00:00,Ozone (O₃) µg/m³,90.25309
Mesolongi,2023-03-28 16:00:00,Ozone (O₃) µg/m³,89.5071
Mesolongi,2023-03-29 00:00:00,Ozone (O₃) µg/m³,78.447525
Mesolongi,2023-03-29 08:00:00,Ozone (O₃) µg/m³,93.07224
