Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-06-01 00:00:00,Ozone (O₃) µg/m³,72.64583
Mesolongi,2023-06-01 08:00:00,Ozone (O₃) µg/m³,87.425385
Mesolongi,2023-06-01 16:00:00,Ozone (O₃) µg/m³,78.04805
Mesolongi,2023-06-02 00:00:00,Ozone (O₃) µg/m³,75.400055
Mesolongi,2023-06-02 08:00:00,Ozone (O₃) µg/m³,95.576035
Mesolongi,2023-06-02 16:00:00,Ozone (O₃) µg/m³,87.09143
Mesolongi,2023-06-03 00:00:00,Ozone (O₃) µg/m³,78.57524
Mesolongi,2023-06-03 08:00:00,Ozone (O₃) µg/m³,98.09817
Mesolongi,2023-06-03 16:00:00,Ozone (O₃) µg/m³,89.534256
Mesolongi,2023-06-04 00:00:00,Ozone (O₃) µg/m³,69.82015
Mesolongi,2023-06-04 08:00:00,Ozone (O₃) µg/m³,94.90557
Mesolongi,2023-06-04 16:00:00,Ozone (O₃) µg/m³,82.50737
Mesolongi,2023-06-05 00:00:00,Ozone (O₃) µg/m³,66.873474
Mesolongi,2023-06-05 08:00:00,Ozone (O₃) µg/m³,86.96408
Mesolongi,2023-06-05 16:00:00,Ozone (O₃) µg/m³,76.66799
Mesolongi,2023-06-06 00:00:00,Ozone (O₃) µg/m³,72.79409
Mesolongi,2023-06-06 08:00:00,Ozone (O₃) µg/m³,88.7713
Mesolongi,2023-06-06 16:00:00,Ozone (O₃) µg/m³,83.91608
Mesolongi,2023-06-07 00:00:00,Ozone (O₃) µg/m³,74.54143
Mesolongi,2023-06-07 08:00:00,Ozone (O₃) µg/m³,91.07275
Mesolongi,2023-06-07 16:00:00,Ozone (O₃) µg/m³,79.56442
Mesolongi,2023-06-08 00:00:00,Ozone (O₃) µg/m³,64.37206
Mesolongi,2023-06-08 08:00:00,Ozone (O₃) µg/m³,89.46817
Mesolongi,2023-06-08 16:00:00,Ozone (O₃) µg/m³,78.10305
Mesolongi,2023-06-09 00:00:00,Ozone (O₃) µg/m³,61.35577
Mesolongi,2023-06-09 08:00:00,Ozone (O₃) µg/m³,92.10394
Mesolongi,2023-06-09 16:00:00,Ozone (O₃) µg/m³,79.76639
Mesolongi,2023-06-10 00:00:00,Ozone (O₃) µg/m³,66.238106
Mesolongi,2023-06-10 08:00:00,Ozone (O₃) µg/m³,87.10147
Mesolongi,2023-06-10 16:00:00,Ozone (O₃) µg/m³,75.73744
Mesolongi,2023-06-11 00:00:00,Ozone (O₃) µg/m³,66.201126
Mesolongi,2023-06-11 08:00:00,Ozone (O₃) µg/m³,95.97236
Mesolongi,2023-06-11 16:00:00,Ozone (O₃) µg/m³,85.48716
Mesolongi,2023-06-12 00:00:00,Ozone (O₃) µg/m³,76.03235
Mesolongi,2023-06-12 08:00:00,Ozone (O₃) µg/m³,98.94423
Mesolongi,2023-06-12 16:00:00,Ozone (O₃) µg/m³,89.5399
Mesolongi,2023-06-13 00:00:00,Ozone (O₃) µg/m³,71.715096
Mesolongi,2023-06-13 08:00:00,Ozone (O₃) µg/m³,99.73822
Mesolongi,2023-06-13 16:00:00,Ozone (O₃) µg/m³,89.79354
Mesolongi,2023-06-14 00:00:00,Ozone (O₃) µg/m³,72.27745
Mesolongi,2023-06-14 08:00:00,Ozone (O₃) µg/m³,102.18567
Mesolongi,2023-06-14 16:00:00,Ozone (O₃) µg/m³,92.92569
Mesolongi,2023-06-15 00:00:00,Ozone (O₃) µg/m³,67.45466
