Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-10-01 00:00:00,Ozone (O₃) µg/m³,51.770386
Mesolongi,2023-10-01 08:00:00,Ozone (O₃) µg/m³,91.80907
Mesolongi,2023-10-01 16:00:00,Ozone (O₃) µg/m³,80.038025
Mesolongi,2023-10-02 00:00:00,Ozone (O₃) µg/m³,60.567177
Mesolongi,2023-10-02 08:00:00,Ozone (O₃) µg/m³,93.99934
Mesolongi,2023-10-02 16:00:00,Ozone (O₃) µg/m³,84.2094
Mesolongi,2023-10-03 00:00:00,Ozone (O₃) µg/m³,74.545135
Mesolongi,2023-10-03 08:00:00,Ozone (O₃) µg/m³,83.77693
Mesolongi,2023-10-03 16:00:00,Ozone (O₃) µg/m³,71.82616
Mesolongi,2023-10-04 00:00:00,Ozone (O₃) µg/m³,62.064743
Mesolongi,2023-10-04 08:00:00,Ozone (O₃) µg/m³,90.055786
Mesolongi,2023-10-04 16:00:00,Ozone (O₃) µg/m³,78.20888
Mesolongi,2023-10-05 00:00:00,Ozone (O₃) µg/m³,57.6148
Mesolongi,2023-10-05 08:00:00,Ozone (O₃) µg/m³,88.185974
Mesolongi,2023-10-05 16:00:00,Ozone (O₃) µg/m³,78.73916
Mesolongi,2023-10-06 00:00:00,Ozone (O₃) µg/m³,57.326324
Mesolongi,2023-10-06 08:00:00,Ozone (O₃) µg/m³,93.128296
Mesolongi,2023-10-06 16:00:00,Ozone (O₃) µg/m³,77.08692
Mesolongi,2023-10-07 00:00:00,Ozone (O₃) µg/m³,77.56088
Mesolongi,2023-10-07 08:00:00,Ozone (O₃) µg/m³,90.1977
Mesolongi,2023-10-07 16:00:00,Ozone (O₃) µg/m³,75.39685
Mesolongi,2023-10-08 00:00:00,Ozone (O₃) µg/m³,60.879684
Mesolongi,2023-10-08 08:00:00,Ozone (O₃) µg/m³,93.242805
Mesolongi,2023-10-08 16:00:00,Ozone (O₃) µg/m³,83.6195
Mesolongi,2023-10-09 00:00:00,Ozone (O₃) µg/m³,53.118935
Mesolongi,2023-10-09 08:00:00,Ozone (O₃) µg/m³,78.187256
Mesolongi,2023-10-09 16:00:00,Ozone (O₃) µg/m³,67.183334
Mesolongi,2023-10-10 00:00:00,Ozone (O₃) µg/m³,50.596634
Mesolongi,2023-10-10 08:00:00,Ozone (O₃) µg/m³,83.70823
Mesolongi,2023-10-10 16:00:00,Ozone (O₃) µg/m³,72.80854
Mesolongi,2023-10-11 00:00:00,Ozone (O₃) µg/m³,64.222206
Mesolongi,2023-10-11 08:00:00,Ozone (O₃) µg/m³,78.76555
Mesolongi,2023-10-11 16:00:00,Ozone (O₃) µg/m³,73.01345
Mesolongi,2023-10-12 00:00:00,Ozone (O₃) µg/m³,66.01403
Mesolongi,2023-10-12 08:00:00,Ozone (O₃) µg/m³,82.74658
Mesolongi,2023-10-12 16:00:00,Ozone (O₃) µg/m³,70.74711
Mesolongi,2023-10-13 00:00:00,Ozone (O₃) µg/m³,52.99151
Mesolongi,2023-10-13 08:00:00,Ozone (O₃) µg/m³,86.429535
Mesolongi,2023-10-13 16:00:00,Ozone (O₃) µg/m³,77.00747
Mesolongi,2023-10-14 00:00:00,Ozone (O₃) µg/m³,58.255
Mesolongi,2023-10-14 08:00:00,Ozone (O₃) µg/m³,87.86395
Mesolongi,2023-10-14 16:00:00,Ozone (O₃) µg/m³,81.48314
Mesolongi,2023-10-15 00:00:00,Ozone (O₃) µg/m³,69.31855
Mesolongi,2023-10-15 08:00:00,Ozone (O₃) µg/m³,94.75072
Mesolongi,2023-10-15 16:00:00,Ozone (O₃) µg/m³,86.00023
