Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-05-01 00:00:00,Ozone (O₃) µg/m³,86.52789
Mesolongi,2023-05-01 08:00:00,Ozone (O₃) µg/m³,87.89269
Mesolongi,2023-05-01 16:00:00,Ozone (O₃) µg/m³,88.36699
Mesolongi,2023-05-02 00:00:00,Ozone (O₃) µg/m³,88.31859
Mesolongi,2023-05-02 08:00:00,Ozone (O₃) µg/m³,97.7785
Mesolongi,2023-05-02 16:00:00,Ozone (O₃) µg/m³,98.09976
Mesolongi,2023-05-03 00:00:00,Ozone (O₃) µg/m³,84.322876
Mesolongi,2023-05-03 08:00:00,Ozone (O₃) µg/m³,93.87193
Mesolongi,2023-05-03 16:00:00,Ozone (O₃) µg/m³,88.93611
Mesolongi,2023-05-04 00:00:00,Ozone (O₃) µg/m³,71.81295
Mesolongi,2023-05-04 08:00:00,Ozone (O₃) µg/m³,87.38399
Mesolongi,2023-05-04 16:00:00,Ozone (O₃) µg/m³,75.62707
Mesolongi,2023-05-05 00:00:00,Ozone (O₃) µg/m³,60.295357
Mesolongi,2023-05-05 08:00:00,Ozone (O₃) µg/m³,78.82208
Mesolongi,2023-05-05 16:00:00,Ozone (O₃) µg/m³,68.78106
Mesolongi,2023-05-06 00:00:00,Ozone (O₃) µg/m³,55.067875
Mesolongi,2023-05-06 08:00:00,Ozone (O₃) µg/m³,81.031456
Mesolongi,2023-05-06 16:00:00,Ozone (O₃) µg/m³,75.1747
Mesolongi,2023-05-07 00:00:00,Ozone (O₃) µg/m³,62.816715
Mesolongi,2023-05-07 08:00:00,Ozone (O₃) µg/m³,87.91982
Mesolongi,2023-05-07 16:00:00,Ozone (O₃) µg/m³,77.79946
Mesolongi,2023-05-08 00:00:00,Ozone (O₃) µg/m³,66.32598
Mesolongi,2023-05-08 08:00:00,Ozone (O₃) µg/m³,96.29092
Mesolongi,2023-05-08 16:00:00,Ozone (O₃) µg/m³,81.56325
Mesolongi,2023-05-09 00:00:00,Ozone (O₃) µg/m³,71.55435
Mesolongi,2023-05-09 08:00:00,Ozone (O₃) µg/m³,89.012985
Mesolongi,2023-05-09 16:00:00,Ozone (O₃) µg/m³,81.593575
Mesolongi,2023-05-10 00:00:00,Ozone (O₃) µg/m³,77.216354
Mesolongi,2023-05-10 08:00:00,Ozone (O₃) µg/m³,82.04572
Mesolongi,2023-05-10 16:00:00,Ozone (O₃) µg/m³,74.66112
Mesolongi,2023-05-11 00:00:00,Ozone (O₃) µg/m³,74.35592
Mesolongi,2023-05-11 08:00:00,Ozone (O₃) µg/m³,78.53406
Mesolongi,2023-05-11 16:00:00,Ozone (O₃) µg/m³,68.324326
Mesolongi,2023-05-12 00:00:00,Ozone (O₃) µg/m³,65.329834
Mesolongi,2023-05-12 08:00:00,Ozone (O₃) µg/m³,91.8571
Mesolongi,2023-05-12 16:00:00,Ozone (O₃) µg/m³,89.45562
Mesolongi,2023-05-13 00:00:00,Ozone (O₃) µg/m³,68.19938
