Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-04-01 00:00:00,Ozone (O₃) µg/m³,87.53418
Mesolongi,2023-04-01 08:00:00,Ozone (O₃) µg/m³,98.80728
Mesolongi,2023-04-01 16:00:00,Ozone (O₃) µg/m³,86.31343
Mesolongi,2023-04-02 00:00:00,Ozone (O₃) µg/m³,76.438614
Mesolongi,2023-04-02 08:00:00,Ozone (O₃) µg/m³,91.045425
Mesolongi,2023-04-02 16:00:00,Ozone (O₃) µg/m³,82.17856
Mesolongi,2023-04-03 00:00:00,Ozone (O₃) µg/m³,76.71988
Mesolongi,2023-04-03 08:00:00,Ozone (O₃) µg/m³,85.59459
Mesolongi,2023-04-03 16:00:00,Ozone (O₃) µg/m³,86.02119
Mesolongi,2023-04-04 00:00:00,Ozone (O₃) µg/m³,72.00964
Mesolongi,2023-04-04 08:00:00,Ozone (O₃) µg/m³,87.760376
Mesolongi,2023-04-04 16:00:00,Ozone (O₃) µg/m³,78.08473
Mesolongi,2023-04-05 00:00:00,Ozone (O₃) µg/m³,75.2529
Mesolongi,2023-04-05 08:00:00,Ozone (O₃) µg/m³,90.313095
Mesolongi,2023-04-05 16:00:00,Ozone (O₃) µg/m³,88.34862
Mesolongi,2023-04-06 00:00:00,Ozone (O₃) µg/m³,87.3617
Mesolongi,2023-04-06 08:00:00,Ozone (O₃) µg/m³,94.78083
Mesolongi,2023-04-06 16:00:00,Ozone (O₃) µg/m³,82.66024
Mesolongi,2023-04-07 00:00:00,Ozone (O₃) µg/m³,71.91643
Mesolongi,2023-04-07 08:00:00,Ozone (O₃) µg/m³,88.36676
Mesolongi,2023-04-07 16:00:00,Ozone (O₃) µg/m³,93.098206
Mesolongi,2023-04-08 00:00:00,Ozone (O₃) µg/m³,70.27318
Mesolongi,2023-04-08 08:00:00,Ozone (O₃) µg/m³,99.83878
Mesolongi,2023-04-08 16:00:00,Ozone (O₃) µg/m³,86.384674
Mesolongi,2023-04-09 00:00:00,Ozone (O₃) µg/m³,69.64362
Mesolongi,2023-04-09 08:00:00,Ozone (O₃) µg/m³,95.97137
Mesolongi,2023-04-09 16:00:00,Ozone (O₃) µg/m³,92.13182
Mesolongi,2023-04-10 00:00:00,Ozone (O₃) µg/m³,76.52936
Mesolongi,2023-04-10 08:00:00,Ozone (O₃) µg/m³,92.81874
Mesolongi,2023-04-10 16:00:00,Ozone (O₃) µg/m³,77.26052
Mesolongi,2023-04-11 00:00:00,Ozone (O₃) µg/m³,72.07408
Mesolongi,2023-04-11 08:00:00,Ozone (O₃) µg/m³,88.09094
Mesolongi,2023-04-11 16:00:00,Ozone (O₃) µg/m³,89.0804
Mesolongi,2023-04-12 00:00:00,Ozone (O₃) µg/m³,68.2505
Mesolongi,2023-04-12 08:00:00,Ozone (O₃) µg/m³,98.34357
Mesolongi,2023-04-12 16:00:00,Ozone (O₃) µg/m³,98.85983
Mesolongi,2023-04-13 00:00:00,Ozone (O₃) µg/m³,79.450584
Mesolongi,2023-04-13 08:00:00,Ozone (O₃) µg/m³,102.829666
Mesolongi,2023-04-13 16:00:00,Ozone (O₃) µg/m³,89.39244
Mesolongi,2023-04-14 00:00:00,Ozone (O₃) µg/m³,85.29083
Mesolongi,2023-04-14 08:00:00,Ozone (O₃) µg/m³,101.34721
Mesolongi,2023-04-14 16:00:00,Ozone (O₃) µg/m³,86.65135
Mesolongi,2023-04-15 00:00:00,Ozone (O₃) µg/m³,78.584274
Mesolongi,2023-04-15 08:00:00,Ozone (O₃) µg/m³,91.8691
Mesolongi,2023-04-15 16:00:00,Ozone (O₃) µg/m³,89.95323
Mesolongi,2023-04-16 00:00:00,Ozone (O₃) µg/m³,81.47345
Mesolongi,2023-04-16 08:00:00,Ozone (O₃) µg/m³,94.23462
Mesolongi,2023-04-16 16:00:00,Ozone (O₃) µg/m³,86.384
Mesolongi,2023-04-17 00:00:00,Ozone (O₃) µg/m³,78.387695
Mesolongi,2023-04-17 08:00:00,Ozone (O₃) µg/m³,94.60206
Mesolongi,2023-04-17 16:00:00,Ozone (O₃) µg/m³,91.60306
Mesolongi,2023-04-18 00:00:00,Ozone (O₃) µg/m³,78.168045
Mesolongi,2023-04-18 08:00:00,Ozone (O₃) µg/m³,99.97464
Mesolongi,2023-04-18 16:00:00,Ozone (O₃) µg/m³,90.513374
Mesolongi,2023-04-19 00:00:00,Ozone (O₃) µg/m³,77.31595
Mesolongi,2023-04-19 08:00:00,Ozone (O₃) µg/m³,90.39932
Mesolongi,2023-04-19 16:00:00,Ozone (O₃) µg/m³,88.29626
Mesolongi,2023-04-20 00:00:00,Ozone (O₃) µg/m³,74.98571
Mesolongi,2023-04-20 08:00:00,Ozone (O₃) µg/m³,96.29349
Mesolongi,2023-04-20 16:00:00,Ozone (O₃) µg/m³,89.23076
Mesolongi,2023-04-21 00:00:00,Ozone (O₃) µg/m³,65.25395
Mesolongi,2023-04-21 08:00:00,Ozone (O₃) µg/m³,92.111755
Mesolongi,2023-04-21 16:00:00,Ozone (O₃) µg/m³,78.72475
Mesolongi,2023-04-22 00:00:00,Ozone (O₃) µg/m³,64.78447
Mesolongi,2023-04-22 08:00:00,Ozone (O₃) µg/m³,97.72792
Mesolongi,2023-04-22 16:00:00,Ozone (O₃) µg/m³,86.27408
Mesolongi,2023-04-23 00:00:00,Ozone (O₃) µg/m³,78.63414
Mesolongi,2023-04-23 08:00:00,Ozone (O₃) µg/m³,97.54387
Mesolongi,2023-04-23 16:00:00,Ozone (O₃) µg/m³,84.949524
Mesolongi,2023-04-24 00:00:00,Ozone (O₃) µg/m³,77.66159
Mesolongi,2023-04-24 08:00:00,Ozone (O₃) µg/m³,103.28133
Mesolongi,2023-04-24 16:00:00,Ozone (O₃) µg/m³,98.410904
Mesolongi,2023-04-25 00:00:00,Ozone (O₃) µg/m³,96.66171
Mesolongi,2023-04-25 08:00:00,Ozone (O₃) µg/m³,93.94789
Mesolongi,2023-04-25 16:00:00,Ozone (O₃) µg/m³,90.61735
Mesolongi,2023-04-26 00:00:00,Ozone (O₃) µg/m³,78.50978
Mesolongi,2023-04-26 08:00:00,Ozone (O₃) µg/m³,93.40028
Mesolongi,2023-04-26 16:00:00,Ozone (O₃) µg/m³,95.290054
Mesolongi,2023-04-27 00:00:00,Ozone (O₃) µg/m³,72.16356
Mesolongi,2023-04-27 08:00:00,Ozone (O₃) µg/m³,100.136185
Mesolongi,2023-04-27 16:00:00,Ozone (O₃) µg/m³,90.061226
Mesolongi,2023-04-28 00:00:00,Ozone (O₃) µg/m³,82.25458
Mesolongi,2023-04-28 08:00:00,Ozone (O₃) µg/m³,103.35626
Mesolongi,2023-04-28 16:00:00,Ozone (O₃) µg/m³,91.76348
Mesolongi,2023-04-29 00:00:00,Ozone (O₃) µg/m³,74.71193
Mesolongi,2023-04-29 08:00:00,Ozone (O₃) µg/m³,108.97737
Mesolongi,2023-04-29 16:00:00,Ozone (O₃) µg/m³,102.03394
Mesolongi,2023-04-30 00:00:00,Ozone (O₃) µg/m³,88.950806
Mesolongi,2023-04-30 08:00:00,Ozone (O₃) µg/m³,104.43696
Mesolongi,2023-04-30 16:00:00,Ozone (O₃) µg/m³,90.38435
Nafplio,2023-04-01 00:00:00,Ozone (O₃) µg/m³,75.20824
Nafplio,2023-04-01 08:00:00,Ozone (O₃) µg/m³,95.81227
Nafplio,2023-04-01 16:00:00,Ozone (O₃) µg/m³,85.25643
Nafplio,2023-04-02 00:00:00,Ozone (O₃) µg/m³,65.988075
Nafplio,2023-04-02 08:00:00,Ozone (O₃) µg/m³,84.8489
Nafplio,2023-04-02 16:00:00,Ozone (O₃) µg/m³,65.88008
Nafplio,2023-04-03 00:00:00,Ozone (O₃) µg/m³,55.383514
Nafplio,2023-04-03 08:00:00,Ozone (O₃) µg/m³,73.323784
Nafplio,2023-04-03 16:00:00,Ozone (O₃) µg/m³,81.9323
Nafplio,2023-04-04 00:00:00,Ozone (O₃) µg/m³,74.61918
Nafplio,2023-04-04 08:00:00,Ozone (O₃) µg/m³,81.19873
Nafplio,2023-04-04 16:00:00,Ozone (O₃) µg/m³,72.757744
Nafplio,2023-04-05 00:00:00,Ozone (O₃) µg/m³,67.67806
Nafplio,2023-04-05 08:00:00,Ozone (O₃) µg/m³,82.647125
Nafplio,2023-04-05 16:00:00,Ozone (O₃) µg/m³,75.73336
Nafplio,2023-04-06 00:00:00,Ozone (O₃) µg/m³,75.13732
Nafplio,2023-04-06 08:00:00,Ozone (O₃) µg/m³,92.25995
Nafplio,2023-04-06 16:00:00,Ozone (O₃) µg/m³,77.92726
Nafplio,2023-04-07 00:00:00,Ozone (O₃) µg/m³,60.92272
Nafplio,2023-04-07 08:00:00,Ozone (O₃) µg/m³,89.74465
Nafplio,2023-04-07 16:00:00,Ozone (O₃) µg/m³,90.30296
Nafplio,2023-04-08 00:00:00,Ozone (O₃) µg/m³,70.60144
Nafplio,2023-04-08 08:00:00,Ozone (O₃) µg/m³,97.205345
Nafplio,2023-04-08 16:00:00,Ozone (O₃) µg/m³,92.24501
Nafplio,2023-04-09 00:00:00,Ozone (O₃) µg/m³,71.01703
Nafplio,2023-04-09 08:00:00,Ozone (O₃) µg/m³,97.215225
Nafplio,2023-04-09 16:00:00,Ozone (O₃) µg/m³,89.35703
Nafplio,2023-04-10 00:00:00,Ozone (O₃) µg/m³,68.4182
Nafplio,2023-04-10 08:00:00,Ozone (O₃) µg/m³,87.55612
Nafplio,2023-04-10 16:00:00,Ozone (O₃) µg/m³,74.88363
Nafplio,2023-04-11 00:00:00,Ozone (O₃) µg/m³,68.51555
Nafplio,2023-04-11 08:00:00,Ozone (O₃) µg/m³,88.71323
Nafplio,2023-04-11 16:00:00,Ozone (O₃) µg/m³,72.13089
Nafplio,2023-04-12 00:00:00,Ozone (O₃) µg/m³,63.513256
Nafplio,2023-04-12 08:00:00,Ozone (O₃) µg/m³,85.811035
Nafplio,2023-04-12 16:00:00,Ozone (O₃) µg/m³,85.268074
Nafplio,2023-04-13 00:00:00,Ozone (O₃) µg/m³,65.798355
Nafplio,2023-04-13 08:00:00,Ozone (O₃) µg/m³,103.547554
Nafplio,2023-04-13 16:00:00,Ozone (O₃) µg/m³,85.70041
Nafplio,2023-04-14 00:00:00,Ozone (O₃) µg/m³,71.83267
Nafplio,2023-04-14 08:00:00,Ozone (O₃) µg/m³,98.15294
Nafplio,2023-04-14 16:00:00,Ozone (O₃) µg/m³,83.344124
Nafplio,2023-04-15 00:00:00,Ozone (O₃) µg/m³,68.15783
Nafplio,2023-04-15 08:00:00,Ozone (O₃) µg/m³,89.2965
Nafplio,2023-04-15 16:00:00,Ozone (O₃) µg/m³,78.991425
Nafplio,2023-04-16 00:00:00,Ozone (O₃) µg/m³,68.47766
Nafplio,2023-04-16 08:00:00,Ozone (O₃) µg/m³,90.98163
Nafplio,2023-04-16 16:00:00,Ozone (O₃) µg/m³,74.026794
Nafplio,2023-04-17 00:00:00,Ozone (O₃) µg/m³,76.28932
Nafplio,2023-04-17 08:00:00,Ozone (O₃) µg/m³,92.54503
