Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2023-11-01 00:00:00,Ozone (O₃) µg/m³,68.74756
Mesolongi,2023-11-01 08:00:00,Ozone (O₃) µg/m³,73.17737
Mesolongi,2023-11-01 16:00:00,Ozone (O₃) µg/m³,72.31427
Mesolongi,2023-11-02 00:00:00,Ozone (O₃) µg/m³,66.555595
Mesolongi,2023-11-02 08:00:00,Ozone (O₃) µg/m³,76.29585
Mesolongi,2023-11-02 16:00:00,Ozone (O₃) µg/m³,70.24431
Mesolongi,2023-11-03 00:00:00,Ozone (O₃) µg/m³,64.602036
Mesolongi,2023-11-03 08:00:00,Ozone (O₃) µg/m³,73.08406
Mesolongi,2023-11-03 16:00:00,Ozone (O₃) µg/m³,63.20527
Mesolongi,2023-11-04 00:00:00,Ozone (O₃) µg/m³,54.83618
Mesolongi,2023-11-04 08:00:00,Ozone (O₃) µg/m³,78.959595
Mesolongi,2023-11-04 16:00:00,Ozone (O₃) µg/m³,73.88876
Mesolongi,2023-11-05 00:00:00,Ozone (O₃) µg/m³,67.87067
Mesolongi,2023-11-05 08:00:00,Ozone (O₃) µg/m³,82.471375
Mesolongi,2023-11-05 16:00:00,Ozone (O₃) µg/m³,83.42938
Mesolongi,2023-11-06 00:00:00,Ozone (O₃) µg/m³,73.95741
Mesolongi,2023-11-06 08:00:00,Ozone (O₃) µg/m³,80.62445
Mesolongi,2023-11-06 16:00:00,Ozone (O₃) µg/m³,73.070206
Mesolongi,2023-11-07 00:00:00,Ozone (O₃) µg/m³,57.41224
Mesolongi,2023-11-07 08:00:00,Ozone (O₃) µg/m³,79.36319
Mesolongi,2023-11-07 16:00:00,Ozone (O₃) µg/m³,66.12096
Mesolongi,2023-11-08 00:00:00,Ozone (O₃) µg/m³,51.30561
Mesolongi,2023-11-08 08:00:00,Ozone (O₃) µg/m³,76.92766
Mesolongi,2023-11-08 16:00:00,Ozone (O₃) µg/m³,74.0538
Mesolongi,2023-11-09 00:00:00,Ozone (O₃) µg/m³,57.336872
Mesolongi,2023-11-09 08:00:00,Ozone (O₃) µg/m³,74.92888
Mesolongi,2023-11-09 16:00:00,Ozone (O₃) µg/m³,66.48869
Mesolongi,2023-11-10 00:00:00,Ozone (O₃) µg/m³,56.322037
Mesolongi,2023-11-10 08:00:00,Ozone (O₃) µg/m³,71.6094
Mesolongi,2023-11-10 16:00:00,Ozone (O₃) µg/m³,64.19074
Mesolongi,2023-11-11 00:00:00,Ozone (O₃) µg/m³,75.67648
Mesolongi,2023-11-11 08:00:00,Ozone (O₃) µg/m³,79.21224
Mesolongi,2023-11-11 16:00:00,Ozone (O₃) µg/m³,79.731125
Mesolongi,2023-11-12 00:00:00,Ozone (O₃) µg/m³,71.25508
Mesolongi,2023-11-12 08:00:00,Ozone (O₃) µg/m³,75.262146
Mesolongi,2023-11-12 16:00:00,Ozone (O₃) µg/m³,72.98904
Mesolongi,2023-11-13 00:00:00,Ozone (O₃) µg/m³,63.600838
