Region,Date,Pollutant,Concentration_µg/m³
Mesolongi,2022-06-01 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.593841
Mesolongi,2022-06-02 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.3787465
Mesolongi,2022-06-03 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.8260987
Mesolongi,2022-06-04 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.4252043
Mesolongi,2022-06-05 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.487772
Mesolongi,2022-06-06 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.623455
Mesolongi,2022-06-07 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.5359707
Mesolongi,2022-06-08 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.5307834
Mesolongi,2022-06-09 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.4161136
Mesolongi,2022-06-10 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.6934173
Mesolongi,2022-06-11 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.5120518
Mesolongi,2022-06-12 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.683649
Mesolongi,2022-06-13 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.665261
Mesolongi,2022-06-14 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.6457424
Mesolongi,2022-06-15 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.997087
Mesolongi,2022-06-16 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.6328442
Mesolongi,2022-06-17 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.4191027
Mesolongi,2022-06-18 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.14102
Mesolongi,2022-06-19 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.3049216
Mesolongi,2022-06-20 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.0877497
Mesolongi,2022-06-21 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.5094821
Mesolongi,2022-06-22 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.229636
Mesolongi,2022-06-23 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.9611042
Mesolongi,2022-06-24 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.8561816
Mesolongi,2022-06-25 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.6745207
Mesolongi,2022-06-26 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.2668493
Mesolongi,2022-06-27 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.520321
Mesolongi,2022-06-28 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.599255
Mesolongi,2022-06-29 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.3149908
Mesolongi,2022-06-30 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.0716186
Nafplio,2022-06-01 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.5549023
Nafplio,2022-06-02 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.0942383
Nafplio,2022-06-03 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.1717756
Nafplio,2022-06-04 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.4709282
Nafplio,2022-06-05 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.009674
Nafplio,2022-06-06 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.4798791
Nafplio,2022-06-07 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.1883678
Nafplio,2022-06-08 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.489767
Nafplio,2022-06-09 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.8721206
Nafplio,2022-06-10 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.4127514
Nafplio,2022-06-11 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.1958268
Nafplio,2022-06-12 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.593219
Nafplio,2022-06-13 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.7037742
Nafplio,2022-06-14 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.9030094
Nafplio,2022-06-15 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.5183136
Nafplio,2022-06-16 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.9456985
Nafplio,2022-06-17 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.1035318
Nafplio,2022-06-18 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.4670928
Nafplio,2022-06-19 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.7535108
Nafplio,2022-06-20 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.5514922
Nafplio,2022-06-21 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.420234
Nafplio,2022-06-22 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.9441204
Nafplio,2022-06-23 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.7032776
Nafplio,2022-06-24 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.6128824
Nafplio,2022-06-25 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.9680974
Nafplio,2022-06-26 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.4778333
Nafplio,2022-06-27 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.212722
Nafplio,2022-06-28 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.2657022
Nafplio,2022-06-29 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.808858
Nafplio,2022-06-30 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,3.2333934
Tripoli,2022-06-01 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.6984384
Tripoli,2022-06-02 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.1605933
Tripoli,2022-06-03 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.6083609
Tripoli,2022-06-04 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.665311
Tripoli,2022-06-05 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.0802984
Tripoli,2022-06-06 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.2115688
Tripoli,2022-06-07 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.4903758
Tripoli,2022-06-08 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.1451952
Tripoli,2022-06-09 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.7237495
Tripoli,2022-06-10 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.0088768
Tripoli,2022-06-11 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.0731342
Tripoli,2022-06-12 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.0029824
Tripoli,2022-06-13 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.027623
Tripoli,2022-06-14 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.2578876
Tripoli,2022-06-15 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.8184035
Tripoli,2022-06-16 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.744772
Tripoli,2022-06-17 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.776757
Tripoli,2022-06-18 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.9396982
Tripoli,2022-06-19 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.5631613
Tripoli,2022-06-20 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.7288771
Tripoli,2022-06-21 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.9739312
Tripoli,2022-06-22 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.1047122
Tripoli,2022-06-23 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.8375167
Tripoli,2022-06-24 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.7187998
Tripoli,2022-06-25 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.6662709
Tripoli,2022-06-26 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,1.5263907
Tripoli,2022-06-27 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.464149
Tripoli,2022-06-28 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.6529791
Tripoli,2022-06-29 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.5532806
Tripoli,2022-06-30 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,2.3568447
Arta,2022-06-01 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.5926437
Arta,2022-06-02 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.400707
Arta,2022-06-03 00:00:00,Nitrogen Dioxide (NO₂) µg/m³,4.343716
